program_administrator,fuel_type_funding_source,portfolio,primary_end_use_sector,program_name,nys_clean_heat,new_efficiency_new_york,lmi_market_rate,active_inactive,year,reporting_period,expenditures,reductions,participants
NYSERDA,Electric,New York Green Bank,Multisector,New York Green Bank,No,No,Market Rate,Active,2027,2027 Q4,0,0,NA
NYSERDA,Electric,New York Green Bank,Multisector,New York Green Bank,No,No,Market Rate,Active,2028,2028 Q1,0,0,NA
NYSERDA,Electric,New York Green Bank,Multisector,New York Green Bank,No,No,Market Rate,Active,2028,2028 Q2,0,0,NA
NYSERDA,Electric,New York Green Bank,Multisector,New York Green Bank,No,No,Market Rate,Active,2028,2028 Q3,0,0,NA
NYSERDA,Electric,New York Green Bank,Multisector,New York Green Bank,No,No,Market Rate,Active,2028,2028 Q4,0,0,NA
NYSERDA,Electric,New York Green Bank,Multisector,New York Green Bank,No,No,Market Rate,Active,2029,2029 Q1,0,0,NA
NYSERDA,Electric,New York Green Bank,Multisector,New York Green Bank,No,No,Market Rate,Active,2029,2029 Q2,0,0,NA
NYSERDA,Electric,New York Green Bank,Multisector,New York Green Bank,No,No,Market Rate,Active,2029,2029 Q3,0,0,NA
NYSERDA,Electric,New York Green Bank,Multisector,New York Green Bank,No,No,Market Rate,Active,2029,2029 Q4,0,0,NA
NYSERDA,Electric,New York Green Bank,Multisector,New York Green Bank,No,No,Market Rate,Active,2030,2030 Q1,0,0,NA
NYSERDA,Electric,New York Green Bank,Multisector,New York Green Bank,No,No,Market Rate,Active,2030,2030 Q2,0,0,NA
NYSERDA,Electric,New York Green Bank,Multisector,New York Green Bank,No,No,Market Rate,Active,2030,2030 Q3,0,0,NA
NYSERDA,Electric,New York Green Bank,Multisector,New York Green Bank,No,No,Market Rate,Active,2030,2030 Q4,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2022,2022 Q4,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2023,2023 Q1,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2023,2023 Q2,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2023,2023 Q3,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2023,2023 Q4,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2024,2024 Q1,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2024,2024 Q2,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2024,2024 Q3,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2024,2024 Q4,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2025,2025 Q1,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2025,2025 Q2,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2025,2025 Q3,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2025,2025 Q4,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2026,2026 Q1,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2026,2026 Q2,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2026,2026 Q3,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2026,2026 Q4,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2027,2027 Q1,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2027,2027 Q2,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2027,2027 Q3,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2027,2027 Q4,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2028,2028 Q1,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2028,2028 Q2,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2028,2028 Q3,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2028,2028 Q4,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2029,2029 Q1,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2029,2029 Q2,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2029,2029 Q3,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2029,2029 Q4,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2030,2030 Q1,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2030,2030 Q2,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2030,2030 Q3,0,0,NA
NYSERDA,Electric,Non-NYSERDA Solar,Multisector,Non-NYSERDA Solar,No,No,Market Rate,Active,2030,2030 Q4,0,0,NA
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2011,2011 Q3,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2011,2011 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2012,2012 Q1,0,4514.39,1
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2012,2012 Q2,148314,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2012,2012 Q3,208978.94,8068.91,2
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2012,2012 Q4,387598.41,33910.2,7
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2013,2013 Q1,731463.33,20213,6
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2013,2013 Q2,515284.08,10362.09,2
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2013,2013 Q3,924047.95,52124.68,12
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2013,2013 Q4,3160786,260982.9,34
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2014,2014 Q1,3021105.61,31560.2,8
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2014,2014 Q2,1598825.84,46580.84,6
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2014,2014 Q3,1690579.32,100353.88,17
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2014,2014 Q4,4131808.36,181575.11,25
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2015,2015 Q1,4956627.26,51567.73,3
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2015,2015 Q2,6190732.59,141797.87,8
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2015,2015 Q3,4181520.6,40114.11,4
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2015,2015 Q4,4021921.58,128803.5,8
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2016,2016 Q1,6364969.28,4406.38,1
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2016,2016 Q2,5627921.46,20352.73,6
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2016,2016 Q3,3819712.94,92756.65,11
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2016,2016 Q4,5325456.96,35949.61,11
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2017,2017 Q1,9884838.49,111787.56,8
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2017,2017 Q2,5166077.24,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2017,2017 Q3,5496569.13,61546.13,7
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2017,2017 Q4,8162901.56,54423.92,2
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2018,2018 Q1,7233168.73,5067.55,1
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2018,2018 Q2,-12755666.95,57549.25,6
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2018,2018 Q3,2485588.09,41431.54,2
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2018,2018 Q4,2727939.63,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2019,2019 Q1,1751268.73,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2019,2019 Q2,1469657.92,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2019,2019 Q3,2729018.37,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2019,2019 Q4,3697194.72,13141.35,1
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2020,2020 Q1,1202755.58,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2020,2020 Q2,1454838.63,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2020,2020 Q3,912463.89,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2020,2020 Q4,580242.54,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2021,2021 Q1,95809.89,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2021,2021 Q2,1439259.72,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2021,2021 Q3,798043.25,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2021,2021 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2022,2022 Q1,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2022,2022 Q2,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2022,2022 Q3,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2022,2022 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2023,2023 Q1,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2023,2023 Q2,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2023,2023 Q3,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2023,2023 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2024,2024 Q1,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2024,2024 Q2,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2024,2024 Q3,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2024,2024 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2025,2025 Q1,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2025,2025 Q2,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2025,2025 Q3,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2025,2025 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2026,2026 Q1,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2026,2026 Q2,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2026,2026 Q3,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2026,2026 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2027,2027 Q1,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2027,2027 Q2,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2027,2027 Q3,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2027,2027 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2028,2028 Q1,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2028,2028 Q2,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2028,2028 Q3,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2028,2028 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2029,2029 Q1,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2029,2029 Q2,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2029,2029 Q3,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2029,2029 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2030,2030 Q1,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2030,2030 Q2,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2030,2030 Q3,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (Competitive),No,No,Market Rate,Active,2030,2030 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2015,2015 Q4,0,0,NA
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2016,2016 Q1,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2016,2016 Q2,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2016,2016 Q3,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2016,2016 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2017,2017 Q1,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2017,2017 Q2,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2017,2017 Q3,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2017,2017 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2018,2018 Q1,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2018,2018 Q2,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2018,2018 Q3,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2018,2018 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2019,2019 Q1,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2019,2019 Q2,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2019,2019 Q3,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2019,2019 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2020,2020 Q1,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2020,2020 Q2,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2020,2020 Q3,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2020,2020 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2021,2021 Q1,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2021,2021 Q2,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2021,2021 Q3,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2021,2021 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2022,2022 Q1,210405,30892.08,1
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2022,2022 Q2,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2022,2022 Q3,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2022,2022 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2023,2023 Q1,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2023,2023 Q2,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2023,2023 Q3,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2023,2023 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2024,2024 Q1,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2024,2024 Q2,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2024,2024 Q3,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2024,2024 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2025,2025 Q1,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2025,2025 Q2,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2025,2025 Q3,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2025,2025 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2026,2026 Q1,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2026,2026 Q2,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2026,2026 Q3,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2026,2026 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2027,2027 Q1,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2027,2027 Q2,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2027,2027 Q3,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2027,2027 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2028,2028 Q1,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2028,2028 Q2,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2028,2028 Q3,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2028,2028 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2029,2029 Q1,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2029,2029 Q2,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2029,2029 Q3,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2029,2029 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2030,2030 Q1,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2030,2030 Q2,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2030,2030 Q3,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Commercial/Industrial (MW Block),No,No,Market Rate,Active,2030,2030 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Small Commercial,No,No,Market Rate,Active,2003,2003 Q1,0,0,1
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Small Commercial,No,No,Market Rate,Active,2003,2003 Q2,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Small Commercial,No,No,Market Rate,Active,2003,2003 Q3,0,0,1
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Small Commercial,No,No,Market Rate,Active,2003,2003 Q4,0,0,0
NYSERDA,Electric,Solar PV,Commercial,NY-Sun: Small Commercial,No,No,Market Rate,Active,2004,2004 Q1,0,0,1
