program_administrator,fuel_type_funding_source,portfolio,primary_end_use_sector,program_name,nys_clean_heat,new_efficiency_new_york,lmi_market_rate,active_inactive,year,reporting_period,expenditures,reductions,participants
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2020,2020 Q1,0,0,NA
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2020,2020 Q2,0,0,NA
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2020,2020 Q3,0,0,NA
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2020,2020 Q4,0,0,NA
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2021,2021 Q1,0,0,NA
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2021,2021 Q2,0,0,NA
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2021,2021 Q3,0,0,NA
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2021,2021 Q4,0,0,NA
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2022,2022 Q1,111703.63,84.37,6
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2022,2022 Q2,294877.02,1603.33,28
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2022,2022 Q3,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2022,2022 Q4,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2023,2023 Q1,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2023,2023 Q2,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2023,2023 Q3,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2023,2023 Q4,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2024,2024 Q1,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2024,2024 Q2,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2024,2024 Q3,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2024,2024 Q4,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2025,2025 Q1,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2025,2025 Q2,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2025,2025 Q3,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2025,2025 Q4,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2026,2026 Q1,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2026,2026 Q2,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2026,2026 Q3,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2026,2026 Q4,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2027,2027 Q1,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2027,2027 Q2,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2027,2027 Q3,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2027,2027 Q4,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2028,2028 Q1,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2028,2028 Q2,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2028,2028 Q3,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2028,2028 Q4,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2029,2029 Q1,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2029,2029 Q2,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2029,2029 Q3,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2029,2029 Q4,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2030,2030 Q1,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2030,2030 Q2,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2030,2030 Q3,0,0,0
KEDNY,Gas,EE Portfolio,Residential,Gas Residential Weatherization Program,No,Yes,Market Rate,Active,2030,2030 Q4,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2015,2015 Q1,0,0,NA
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2015,2015 Q2,0,0,NA
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2015,2015 Q3,0,0,NA
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2015,2015 Q4,0,0,NA
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2016,2016 Q1,432418.61,8728.41,4
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2016,2016 Q2,419942.36,8011.12,987
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2016,2016 Q3,411130.5,8528.53,427
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2016,2016 Q4,554666.62,51508.53,345
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2017,2017 Q1,272209.87,47808.5,325
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2017,2017 Q2,243705.94,8474.41,197
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2017,2017 Q3,313692.82,5288.77,95
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2017,2017 Q4,266011.2,30854.69,272
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2018,2018 Q1,283813.23,9393.7,78
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2018,2018 Q2,221335.99,5371.13,453
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2018,2018 Q3,198853.22,30739.9,420
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2018,2018 Q4,358057.38,14497.31,550
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2019,2019 Q1,584830.98,118806.72,480
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2019,2019 Q2,613995.25,27572.87,746
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2019,2019 Q3,664214.9,22320.3,408
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2019,2019 Q4,468862.32,11172.23,125
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2020,2020 Q1,1101928.52,16482.83,551
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2020,2020 Q2,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2020,2020 Q3,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2020,2020 Q4,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2021,2021 Q1,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2021,2021 Q2,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2021,2021 Q3,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2021,2021 Q4,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2022,2022 Q1,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2022,2022 Q2,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2022,2022 Q3,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2022,2022 Q4,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2023,2023 Q1,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2023,2023 Q2,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2023,2023 Q3,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2023,2023 Q4,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2024,2024 Q1,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2024,2024 Q2,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2024,2024 Q3,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2024,2024 Q4,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2025,2025 Q1,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2025,2025 Q2,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2025,2025 Q3,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2025,2025 Q4,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2026,2026 Q1,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2026,2026 Q2,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2026,2026 Q3,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2026,2026 Q4,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2027,2027 Q1,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2027,2027 Q2,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2027,2027 Q3,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2027,2027 Q4,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2028,2028 Q1,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2028,2028 Q2,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2028,2028 Q3,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2028,2028 Q4,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2029,2029 Q1,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2029,2029 Q2,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2029,2029 Q3,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2029,2029 Q4,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2030,2030 Q1,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2030,2030 Q2,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2030,2030 Q3,0,0,0
KEDNY,Gas,EE Transition,Commercial,Gas Commercial & Industrial Program,No,Yes,Market Rate,Inactive,2030,2030 Q4,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2015,2015 Q1,0,0,NA
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2015,2015 Q2,0,0,NA
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2015,2015 Q3,0,0,NA
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2015,2015 Q4,0,0,NA
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2016,2016 Q1,410688.37,7064.43,4
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2016,2016 Q2,1602434.85,24252.71,4904
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2016,2016 Q3,906760.39,15356.71,1242
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2016,2016 Q4,1603973.39,26927.8,2512
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2017,2017 Q1,1195568.93,28932.72,1848
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2017,2017 Q2,378894.47,15921.6,432
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2017,2017 Q3,300301.51,7443,314
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2017,2017 Q4,648511.29,14498.57,1315
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2018,2018 Q1,75657.5,1379.08,337
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2018,2018 Q2,305061.92,6874.24,692
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2018,2018 Q3,246182.67,5825.3,685
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2018,2018 Q4,327380.69,6166.75,1226
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2019,2019 Q1,335898.06,10230.08,804
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2019,2019 Q2,437695.45,9674.04,952
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2019,2019 Q3,521227.55,18380.98,662
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2019,2019 Q4,547847.54,12812.75,1042
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2020,2020 Q1,281184.88,6562.71,962
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2020,2020 Q2,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2020,2020 Q3,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2020,2020 Q4,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2021,2021 Q1,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2021,2021 Q2,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2021,2021 Q3,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2021,2021 Q4,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2022,2022 Q1,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2022,2022 Q2,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2022,2022 Q3,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2022,2022 Q4,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2023,2023 Q1,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2023,2023 Q2,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2023,2023 Q3,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2023,2023 Q4,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2024,2024 Q1,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2024,2024 Q2,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2024,2024 Q3,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2024,2024 Q4,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2025,2025 Q1,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2025,2025 Q2,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2025,2025 Q3,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2025,2025 Q4,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2026,2026 Q1,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2026,2026 Q2,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2026,2026 Q3,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2026,2026 Q4,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2027,2027 Q1,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2027,2027 Q2,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2027,2027 Q3,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2027,2027 Q4,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2028,2028 Q1,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2028,2028 Q2,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2028,2028 Q3,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2028,2028 Q4,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2029,2029 Q1,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2029,2029 Q2,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2029,2029 Q3,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2029,2029 Q4,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2030,2030 Q1,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2030,2030 Q2,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2030,2030 Q3,0,0,0
KEDNY,Gas,EE Transition,Multifamily,Gas Multifamily Program,No,Yes,Market Rate,Inactive,2030,2030 Q4,0,0,0
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2015,2015 Q1,0,0,NA
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2015,2015 Q2,0,0,NA
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2015,2015 Q3,0,0,NA
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2015,2015 Q4,0,0,NA
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2016,2016 Q1,39.48,0,0
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2016,2016 Q2,597499.99,0,0
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2016,2016 Q3,298758.88,0,0
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2016,2016 Q4,491028.36,0,0
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2017,2017 Q1,377873.78,3081.32,0
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2017,2017 Q2,377252.72,1437.1,0
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2017,2017 Q3,186008.16,156.13,0
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2017,2017 Q4,675358.14,1089.64,215627
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2018,2018 Q1,388331.51,5279.91,210722
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2018,2018 Q2,391578.89,4701.09,0
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2018,2018 Q3,388351.87,180.22,-1640
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2018,2018 Q4,485074.18,2885.74,-2022
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2019,2019 Q1,581.36,6266.58,201361
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2019,2019 Q2,780702.62,4102.12,-1189
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2019,2019 Q3,441912.13,119.24,65530
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2019,2019 Q4,546802.53,2770.49,-68050
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2020,2020 Q1,377014.64,5604.56,192527
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2020,2020 Q2,0,0,0
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2020,2020 Q3,0,0,0
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2020,2020 Q4,0,0,0
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2021,2021 Q1,0,0,0
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2021,2021 Q2,0,0,0
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2021,2021 Q3,0,0,0
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2021,2021 Q4,0,0,0
KEDNY,Gas,EE Transition,Residential,Gas Residential Engagement Program,No,Yes,Market Rate,Inactive,2022,2022 Q1,0,0,0
